product_id,category,subcategory,title,brand,silhouette,neckline,sleeve,length,material,pattern,color,style,fit,season,occasion,size_system,size_type,sizes,price_usd,currency,stock,care,country_of_origin,description,image_url
SEED-1084,Apparel,Dress,Royal Blue Maxi Dress,Lunbee,Sheath,Off-shoulder,Short,Midi,Polyester,Animal,Mint,Vintage,Regular,Winter,Casual,US,Plus,"M,L,XL",92.75,USD,23,Dry clean only,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1084
SEED-1085,Apparel,Dress,Blush Pink Sheath Dress,TryLoop,Bodycon,Boat,Cap,Midi,Silk,Striped,Brown,Classic,Tailored,Winter,Party,US,Regular,"XL,L,M,S",59.3,USD,8,Dry clean only,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1085
SEED-1086,Apparel,Dress,Rose Empire Dress,Mover,Slip,Boat,Cap,Maxi,Denim,Geometric,Gold,Street,Tailored,Fall,Brunch,EU,Regular,"40,36,38,34,42",58.94,USD,7,Hand wash,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1086
SEED-1087,Apparel,Dress,Rose Maxi Dress,Mover,Empire,Square,One-shoulder,Knee,Cotton,Floral,Red,Vintage,Regular,Winter,Prom,UK,Petite,"6,12,8,14,10",57.87,USD,13,Hand wash,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1087
SEED-1088,Apparel,Dress,Lilac Empire Dress,Delta Closet,Fit-and-Flare,High-neck,Cap,Midi,Denim,Abstract,Silver,Vintage,Tailored,Fall,Date Night,UK,Petite,"6,8,10,14,12",61.34,USD,15,Hand wash,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1088
SEED-1089,Apparel,Dress,Lavender Bodycon Dress,TrendTetra,Slip,Halter,Sleeveless,Maxi,Denim,Animal,Sage,Street,Relaxed,Summer,Wedding Guest,US,Regular,"M,S,XL,L",53.7,USD,5,Hand wash,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1089
SEED-1090,Apparel,Dress,Gold Slip Dress,Kiimuza,Sheath,Sweetheart,Short,Mini,Denim,Striped,Grey,Sporty-chic,Regular,Spring,Work,UK,Petite,"12,8,6,14",54.82,USD,30,Machine wash cold,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1090
SEED-1091,Apparel,Dress,Royal Blue Bodycon Dress,Aardrop,Mini,V-neck,Sleeveless,Maxi,Satin,Lace,White,Romantic,Regular,Winter,Cocktail,US,Regular,"S,L,M,XL,XS",139.75,USD,25,Hand wash,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1091
SEED-1092,Apparel,Dress,Royal Blue Shirt Dress Dress,TrendTetra,Maxi,High-neck,Short,Maxi,Wool Blend,Plaid,Red,Street,Regular,Fall,Cocktail,UK,Plus,"6,14,8,12",64.83,USD,16,Dry clean only,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1092
SEED-1093,Apparel,Dress,Olive Maxi Dress,Delta Closet,Sheath,Off-shoulder,One-shoulder,Mini,Silk,Polka Dot,Lavender,Elegant,Relaxed,Summer,Casual,US,Petite,"M,XL,L,XS,S",127.54,USD,28,Hand wash,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1093
SEED-1094,Apparel,Dress,Silver Sheath Dress,Zetastore,Slip,Square,Long,Maxi,Chiffon,Floral,Grey,Minimalist,Relaxed,Fall,Date Night,EU,Regular,"42,34,36,38,40",61.43,USD,8,Hand wash,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1094
SEED-1095,Apparel,Dress,Silver Midi Dress,Monleaf,Maxi,High-neck,Cap,Midi,Linen,Floral,White,Romantic,Tailored,All-season,Evening,EU,Plus,"42,38,36,40,34",98.3,USD,10,Hand wash,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1095
SEED-1096,Apparel,Dress,Blush Pink Maxi Dress,TryLoop,Shirt Dress,V-neck,Cap,Ankle,Chiffon,Solid,Sage,Vintage,Relaxed,Spring,Evening,US,Plus,"S,L,XS,XL,M",51.21,USD,27,Hand wash,TR,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1096
SEED-1097,Apparel,Dress,Olive Fit-and-Flare Dress,Kiimuza,Mini,Off-shoulder,3/4,Ankle,Wool Blend,Animal,Sage,Edgy,Regular,All-season,Cocktail,UK,Plus,"6,12,14",144.63,USD,7,Machine wash cold,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1097
SEED-1098,Apparel,Dress,Emerald Mini Dress,TrendTetra,Empire,Collared,Long,Knee,Satin,Geometric,Mint,Edgy,Regular,Fall,Evening,UK,Plus,"8,6,12",134.2,USD,2,Dry clean only,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1098
SEED-1099,Apparel,Dress,Brown A-line Dress,Zetastore,Midi,V-neck,Short,Mini,Viscose,Geometric,Burgundy,Classic,Tailored,Summer,Casual,UK,Regular,"8,14,6",102.87,USD,18,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1099
SEED-1100,Apparel,Dress,Royal Blue Slip Dress,Lunbee,Maxi,Square,One-shoulder,Ankle,Denim,Geometric,White,Elegant,Relaxed,Winter,Party,UK,Petite,"10,8,12,6,14",174.45,USD,26,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1100
SEED-1101,Apparel,Dress,Royal Blue Fit-and-Flare Dress,Zetastore,A-line,Collared,Long,Ankle,Denim,Lace,Blush Pink,Romantic,Relaxed,Summer,Wedding Guest,EU,Regular,"42,40,34",79.72,USD,5,Hand wash,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1101
SEED-1102,Apparel,Dress,Red Midi Dress,TrendTetra,Wrap,High-neck,Short,Midi,Chiffon,Solid,Red,Classic,Regular,Spring,Brunch,US,Regular,"S,XS,XL,M,L",121.08,USD,13,Hand wash,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1102
SEED-1103,Apparel,Dress,Navy Bodycon Dress,TrendTetra,Shirt Dress,High-neck,Sleeveless,Ankle,Polyester,Striped,Mint,Edgy,Relaxed,Winter,Casual,UK,Plus,"10,12,8,14",145.05,USD,9,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1103
SEED-1104,Apparel,Dress,Burgundy Empire Dress,Mover,Wrap,High-neck,Cap,Midi,Chiffon,Geometric,Grey,Street,Tailored,Winter,Brunch,UK,Regular,"14,12,8,6,10",82.63,USD,22,Machine wash cold,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1104
SEED-1105,Apparel,Dress,Silver A-line Dress,Lunbee,Empire,Square,One-shoulder,Knee,Linen,Polka Dot,Black,Classic,Regular,All-season,Brunch,UK,Petite,"12,8,10,6,14",60.74,USD,40,Dry clean only,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1105
SEED-1106,Apparel,Dress,Black Maxi Dress,Aardrop,Maxi,Halter,Sleeveless,Maxi,Viscose,Polka Dot,Beige,Minimalist,Regular,All-season,Cocktail,UK,Regular,"6,14,10,8",59.39,USD,33,Hand wash,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1106
SEED-1107,Apparel,Dress,Gold Wrap Dress,Aardrop,Mini,Round,One-shoulder,Mini,Linen,Animal,Sage,Romantic,Relaxed,All-season,Brunch,EU,Regular,"34,38,36,40",107.31,USD,10,Machine wash cold,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1107
SEED-1108,Apparel,Dress,Gold Midi Dress,Zetastore,Slip,V-neck,Sleeveless,Midi,Denim,Solid,Rose,Romantic,Relaxed,Spring,Evening,EU,Plus,"38,34,42,40,36",62.98,USD,25,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1108
SEED-1109,Apparel,Dress,Gold Sheath Dress,TrendTetra,Bodycon,V-neck,Sleeveless,Ankle,Satin,Floral,Sky Blue,Boho,Tailored,All-season,Date Night,US,Petite,"S,L,M,XL,XS",107.82,USD,20,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1109
SEED-1110,Apparel,Dress,Rose Mini Dress,Mover,Mini,Off-shoulder,Sleeveless,Maxi,Chiffon,Striped,Gold,Elegant,Regular,Spring,Wedding Guest,EU,Regular,"36,38,40,42",127.0,USD,40,Machine wash cold,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1110
SEED-1111,Apparel,Dress,Mint Slip Dress,Monleaf,Fit-and-Flare,Round,Short,Ankle,Wool Blend,Lace,Violet,Vintage,Tailored,Winter,Work,EU,Regular,"34,42,40,36",52.62,USD,35,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1111
SEED-1112,Apparel,Dress,Violet Wrap Dress,Mover,Maxi,Square,One-shoulder,Ankle,Silk,Polka Dot,Navy,Classic,Relaxed,Fall,Brunch,EU,Regular,"38,40,36",61.01,USD,27,Hand wash,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1112
SEED-1113,Apparel,Dress,Brown Midi Dress,FragFit,Shirt Dress,Round,Short,Midi,Cotton,Animal,Sky Blue,Vintage,Tailored,Winter,Prom,EU,Petite,"34,38,36,42",73.45,USD,38,Machine wash cold,CN,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1113
SEED-1114,Apparel,Dress,Royal Blue Mini Dress,Zetastore,Midi,Sweetheart,3/4,Ankle,Chiffon,Animal,Mint,Street,Regular,All-season,Evening,EU,Plus,"36,40,42,34,38",99.82,USD,11,Dry clean only,TR,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1114
SEED-1115,Apparel,Dress,Silver Shirt Dress Dress,Kiimuza,Mini,Halter,Short,Midi,Silk,Animal,Sage,Elegant,Regular,Winter,Date Night,UK,Petite,"8,12,14,6",157.34,USD,34,Dry clean only,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1115
SEED-1116,Apparel,Dress,Silver Mini Dress,Delta Closet,Fit-and-Flare,V-neck,Cap,Ankle,Polyester,Animal,Beige,Romantic,Regular,Spring,Wedding Guest,UK,Regular,"10,6,12",95.96,USD,33,Dry clean only,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1116
SEED-1117,Apparel,Dress,Black Shirt Dress Dress,Monleaf,Slip,Off-shoulder,Sleeveless,Mini,Silk,Abstract,Royal Blue,Street,Relaxed,Winter,Evening,EU,Plus,"40,42,38,34",66.39,USD,30,Machine wash cold,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1117
SEED-1118,Apparel,Dress,Black Bodycon Dress,Monleaf,Mini,Square,One-shoulder,Knee,Denim,Polka Dot,Violet,Classic,Regular,Fall,Party,UK,Petite,"12,10,6,8,14",146.05,USD,14,Hand wash,US,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1118
SEED-1119,Apparel,Dress,Sage A-line Dress,FragFit,Wrap,Halter,One-shoulder,Mini,Knit,Floral,Violet,Elegant,Regular,Fall,Prom,US,Regular,"L,XL,XS,M,S",138.63,USD,16,Dry clean only,EU,Synthetic seed dress for testing search and tool-calling.,https://placehold.co/600x800?text=SEED-1119
